SMS,Nasty Words,Commercial Words,Phone Number,Address Words,Numbers,Class
"not really dude, have no friends i'm afraid :(",0,1,0,1,0,0
december only! had your mobile 11mths+? you are entitled to update to the latest colour camera mobile for free! call the mobile update co free on 08002986906,1,1,0,1,1,1
"coffee cake, i guess...",0,1,0,0,0,0
"merry christmas to you too babe, i love ya *kisses*",0,1,0,1,0,0
hey... why dont we just go watch x men and have lunch... haha ,0,0,0,1,0,0
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. pete x,0,1,0,1,1,0
that would be great. we'll be at the guild. could meet on bristol road or somewhere - will get in touch over weekend. our plans take flight! have a good week,0,1,0,1,0,0
no problem. how are you doing?,0,1,0,1,0,0
no calls..messages..missed calls,0,1,0,1,0,0
hi da:)how is the todays class?,1,1,0,0,0,0
"i'd say that's a good sign but, well, you know my track record at reading women",0,1,0,1,0,0
"cool, text me when you're parked",0,1,0,0,0,0
i'm reading the text i just sent you. its meant to be a joke. so read it in that light,0,1,0,1,0,0
k.k:)apo k.good movie.,0,0,0,0,0,0
maybe i could get book out tomo then return it immediately ..? or something.,0,1,0,1,0,0
call germany for only 1 pence per minute! call from a fixed line via access number 0844 861 85 85. no prepayment. direct access!,0,1,0,1,1,1
any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. not cool at all. please do not contact me again or i will report you to your supervisor.,1,1,0,1,0,0
valentines day special! win over £1000 in our quiz and take your partner on the trip of a lifetime! send go to 83600 now. 150p/msg rcvd. custcare:08718720201.,0,1,0,1,1,1
"ta-daaaaa! i am home babe, are you still up ?",0,1,0,1,0,0
cool. so how come you havent been wined and dined before?,0,1,0,1,0,0
just sleeping..and surfing,0,1,0,1,0,0
"sorry, i'll call later",0,1,0,0,0,0
u calling me right? call my hand phone...,0,1,0,0,0,0
ok that's great thanx a lot.,0,1,0,0,0,0
i take it the post has come then! you must have 1000s of texts now! happy reading. my one from wiv hello caroline at the end is my favourite. bless him,0,1,0,1,1,0
where u been hiding stranger?,0,1,0,1,0,0
am not interested to do like that.,0,1,0,1,0,0
my sister cleared two round in birla soft yesterday.,0,1,0,1,0,0
gudnite....tc...practice going on,0,1,0,0,0,0
dis is yijue. i jus saw ur mail. in case huiming havent sent u my num. dis is my num.,0,1,0,0,0,0
one small prestige problem now.,0,1,0,1,0,0
fancy a shag? i do.interested? sextextuk.com txt xxuk suzy to 69876. txts cost 1.50 per msg. tncs on website. x,1,1,0,1,1,1
just checking in on you. really do miss seeing jeremiah. do have a great month,0,1,0,1,0,0
"nah can't help you there, i've never had an iphone",0,1,0,0,0,0
if you're not in my car in an hour and a half i'm going apeshit,1,1,0,1,0,0
"today is sorry day.! if ever i was angry with you, if ever i misbehaved or hurt you? plz plz just slap urself bcoz, its ur fault, i'm basically good",0,1,0,1,0,0
yo you guys ever figure out how much we need for alcohol? jay and i are trying to figure out how much we can safely spend on weed,0,1,0,0,0,0
&lt;#&gt; ish minutes was 5 minutes ago. wtf.,0,1,0,0,1,0
"thank you for calling.forgot to say happy onam to you sirji.i am fine here and remembered you when i met an insurance person.meet you in qatar insha allah.rakhesh, ex tata aig who joined tissco,tayseer.",0,1,0,1,0,0
congratulations ur awarded 500 of cd vouchers or 125gift guaranteed & free entry 2 100 wkly draw txt music to 87066 tncs www.ldew.com1win150ppmx3age16,0,1,0,1,1,1
ur cash-balance is currently 500 pounds - to maximize ur cash-in now send cash to 86688 only 150p/msg. cc: 08708800282 hg/suite342/2lands row/w1j6hl,0,1,0,1,1,1
"i'm an actor. when i work, i work in the evening and sleep late. since i'm unemployed at the moment, i always sleep late. when you're unemployed, every day is saturday.",1,1,0,0,0,0
"hello! just got here, st andrews-boy its a long way! its cold. i will keep you posted",0,1,0,1,0,0
ha ha cool cool chikku chikku:-):-db-),0,0,0,0,0,0
oh ok no prob..,0,1,0,1,0,0
check audrey's status right now,0,1,0,1,0,0
busy here. trying to finish for new year. i am looking forward to finally meeting you...,0,1,0,0,0,0
"good afternoon sunshine! how dawns that day ? are we refreshed and happy to be alive? do we breathe in the air and smile ? i think of you, my love ... as always",0,1,0,1,0,0
well i know z will take care of me. so no worries.,0,1,0,1,0,0
"update_now - xmas offer! latest motorola, sonyericsson & nokia & free bluetooth! double mins & 1000 txt on orange. call mobileupd8 on 08000839402 or call2optout/f4q=",0,1,0,1,1,1
here is your discount code rp176781. to stop further messages reply stop. www.regalportfolio.co.uk. customer services 08717205546,0,1,0,1,1,1
wat uniform? in where get?,0,1,0,0,0,0
"cool, text me when you're ready",0,1,0,0,0,0
"hello my boytoy ... geeee i miss you already and i just woke up. i wish you were here in bed with me, cuddling me. i love you ...",0,1,0,1,0,0
i will spoil you in bed as well :),0,0,0,0,0,0
i'm going for bath will msg you next  &lt;#&gt;  min..,1,1,0,0,0,0
i cant keep talking to people if am not sure i can pay them if they agree to price. so pls tell me what you want to really buy and how much you are willing to pay,0,1,0,1,0,0
"thanks for your ringtone order, reference t91. you will be charged gbp 4 per week. you can unsubscribe at anytime by calling customer services on 09057039994",0,1,0,1,1,1
can you say what happen,0,0,0,0,0,0
you could have seen me..i did't recognise you face.:),0,1,0,0,0,0
well there's not a lot of things happening in lindsay on new years *sighs* some bars in ptbo and the blue heron has something going,0,1,0,1,0,0
keep my payasam there if rinu brings,0,1,0,0,0,0
i taught that ranjith sir called me. so only i sms like that. becaus hes verifying about project. prabu told today so only pa dont mistake me..,0,1,0,1,0,0
"i guess that's why you re worried. you must know that there's a way the body repairs itself. and i'm quite sure you shouldn't worry. we'll take it slow. first the tests, they will guide when your ovulation is then just relax. nothing you've said is a reason to worry but i.ll keep on followin you up.",0,1,0,1,0,0
"yeah sure, give me a couple minutes to track down my wallet",0,1,0,0,0,0
hey leave it. not a big deal:-) take care.,0,1,0,1,0,0
hey i will be late ah... meet you at 945+,0,0,0,0,1,0
"double mins and txts 4 6months free bluetooth on orange. available on sony, nokia motorola phones. call mobileupd8 on 08000839402 or call2optout/n9dx",0,1,0,1,1,1
it took mr owl 3 licks,0,1,0,0,1,0
customer place i will call you.,0,1,0,1,0,0
mm that time you dont like fun,0,0,0,0,0,0
4mths half price orange line rental & latest camera phones 4 free. had your phone 11mths ? call mobilesdirect free on 08000938767 to update now! or2stoptxt,0,1,0,1,1,1
yup having my lunch buffet now.. u eat already?,0,1,0,1,0,0
huh so late... fr dinner?,0,1,0,0,0,0
hey so this sat are we going for the intro pilates only? or the kickboxing too? ,0,1,0,0,0,0
morning only i can ok.,0,1,0,0,0,0
yes i think so. i am in office but my lap is in room i think thats on for the last few days. i didnt shut that down,0,1,0,1,0,0
pick you up bout 7.30ish? what time are  and that going?,0,1,0,0,1,0
from here after the performance award is calculated every two month.not for current one month period..,0,1,0,1,0,0
was actually sleeping and still might when u call back. so a text is gr8. you rock sis. will send u a text wen i wake.,0,1,0,1,1,0
"you are always putting your business out there. you put pictures of your ass on facebook. you are one of the most open people i've ever met. why would i think a picture of your room would hurt you, make you feel violated.",1,1,0,1,0,0
"good evening sir, al salam wahleykkum.sharing a happy news.by the grace of god, i got an offer from tayseer,tissco and i joined.hope you are fine.inshah allah,meet you sometime.rakhesh,visitor from india.",1,1,0,0,0,0
hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,0,1,0,1,0,0
"free ringtone text first to 87131 for a poly or text get to 87131 for a true tone! help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",0,1,0,1,1,1
dear how is chechi. did you talk to her,0,1,0,0,0,0
the hair cream has not been shipped.,0,1,0,1,0,0
none of that's happening til you get here though,0,1,0,1,0,0
"yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",0,1,0,1,0,0
"haha get used to driving to usf man, i know a lot of stoners",0,1,0,1,0,0
all was well until slightly disastrous class this pm with my fav darlings! hope day off ok. coffee wld be good as can't stay late tomorrow. same time + place as always?,1,1,0,1,0,0
hello! good week? fancy a drink or something later?,0,1,0,0,0,0
headin towards busetop,0,1,0,0,0,0
message:some text missing* sender:name missing* *number missing *sent:date missing *missing u a lot thats y everything is missing sent via fullonsms.com,0,1,0,1,0,0
come by our room at some point so we can iron out the plan for this weekend,0,1,0,1,0,0
cos i want it to be your thing,0,1,0,0,0,0
"okies... i'll go yan jiu too... we can skip ard oso, go cine den go mrt one, blah blah blah... ",0,1,0,0,0,0
bring home some wendy =d,0,1,0,0,0,0
100 dating service cal;l 09064012103 box334sk38ch,0,1,0,0,1,1
whatsup there. dont u want to sleep,0,1,0,0,0,0
alright i have a new goal now,0,1,0,1,0,0
free entry into our £250 weekly competition just text the word win to 80086 now. 18 t&c www.txttowin.co.uk,1,1,0,1,1,1
"alright, i'll head out in a few minutes, text me where to meet you",0,1,0,0,0,0
send a logo 2 ur lover - 2 names joined by a heart. txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo! pobox36504w45wq txtno 4 no ads 150p,0,1,0,1,1,1
yes:)from last week itself i'm taking live call.,0,1,0,1,0,0
someone has contacted our dating service and entered your phone because they fancy you! to find out who it is call from a landline 09111032124 . pobox12n146tf150p,0,1,0,0,1,1
siva is in hostel aha:-.,0,0,0,1,0,0
urgent! your mobile number has been awarded with a £2000 prize guaranteed. call 09058094455 from land line. claim 3030. valid 12hrs only,0,1,0,1,1,1
send this to ur friends and receive something about ur voice..... how is my speaking expression? 1.childish 2.naughty 3.sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,1,1,0,1,1,0
ok. she'll be ok. i guess,0,0,0,0,0,0
aathi..where are you dear..,0,1,0,0,0,0
any pain on urination any thing else?,0,1,0,0,0,0
7 at esplanade.. do ü mind giving me a lift cos i got no car today..,0,1,0,1,1,0
i wnt to buy a bmw car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,0,1,0,1,0,0
at home watching tv lor.,0,1,0,0,0,0
does she usually take fifteen fucking minutes to respond to a yes or no question,1,1,0,1,0,0
congrats! nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16+ close 300603 post bcm4284 ldn wc1n3xx,1,1,0,1,1,1
booked ticket for pongal?,0,1,0,0,0,0
you available now? i'm like right around hillsborough &amp;  &lt;#&gt; th,0,1,0,1,0,0
the message sent is askin for  &lt;#&gt; dollars. shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,0,1,0,0,0,0
"ask g or iouri, i've told the story like ten times already",0,1,0,1,0,0
how long does applebees fucking take,1,0,0,0,0,0
"hi hope u get this txt~journey hasnt been gd,now about 50 mins late i think.",0,1,0,1,1,0
but i have to. i like to have love and arrange.,0,1,0,0,0,0
yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,0,1,0,1,0,0
you were supposed to wake me up &gt;:(,0,1,0,0,0,0
oic... i saw him too but i tot he din c me... i found a group liao...,0,1,0,0,0,0
"sorry, i'll call later",0,1,0,0,0,0
"""hey hey werethe monkeespeople say we monkeyaround! howdy gorgeous, howu doin? foundurself a jobyet sausage?love jen xxx""",1,1,0,1,0,0
"sorry, my battery died, i can come by but i'm only getting a gram for now, where's your place?",0,1,0,1,0,0
"well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",0,1,0,0,0,0
i wont get concentration dear you know you are my mind and everything :-),0,1,0,1,0,0
lol ... have you made plans for new years?,0,1,0,0,0,0
10 min later k...,0,1,0,0,1,0
hanks lotsly!,0,0,0,0,0,0
thanks for this hope you had a good day today,0,1,0,0,0,0
k:)k:)what are detail you want to transfer?acc no enough?,0,1,0,1,0,0
ok i will tell her to stay out. yeah its been tough but we are optimistic things will improve this month.,0,1,0,1,0,0
"loan for any purpose £500 - £75,000. homeowners + tenants welcome. have you been previously refused? we can still help. call free 0800 1956669 or text back 'help'",0,1,0,1,1,1
si si. i think ill go make those oreo truffles.,0,1,0,0,0,0
"look at amy ure a beautiful, intelligent woman and i like u a lot. i know u dont like me like that so dont worry.",0,1,0,1,0,0
i hope you that's the result of being consistently intelligent and kind. start asking him about practicum links and keep your ears open and all the best. ttyl,1,1,0,1,0,0
"1.20 that call cost. which i guess isnt bad. miss ya, need ya, want ya, love ya",0,1,0,1,1,0
going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,0,1,0,1,0,0
where did u go? my phone is gonna die you have to stay in here,0,1,0,1,0,0
great. never been better. each day gives even more reasons to thank god,0,1,0,0,0,0
"upgrdcentre orange customer, you may now claim your free camera phone upgrade for your loyalty. call now on 0207 153 9153. offer ends 26th july. t&c's apply. opt-out available",0,1,0,1,1,1
"sorry, i'll call later ok bye",0,1,0,0,0,0
ok i am on the way to railway,0,1,0,0,0,0
great princess! i love giving and receiving oral. doggy style is my fave position. how about you? i enjoy making love  &lt;#&gt;  times per night :),0,1,0,1,0,0
they don't put that stuff on the roads to keep it from getting slippery over there?,0,1,0,1,0,0
when are you going to ride your bike?,0,1,0,0,0,0
"yup, no need. i'll jus wait 4 e rain 2 stop.",0,1,0,1,1,0
there are many company. tell me the language.,0,1,0,1,0,0
okmail: dear dave this is your final notice to collect your 4* tenerife holiday or #5000 cash award! call 09061743806 from landline. tcs sae box326 cw25wx 150ppm,0,1,0,1,1,1
"how long has it been since you screamed, princess?",0,1,0,0,0,0
"nothing. i meant that once the money enters your account here, the bank will remove its flat rate. someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. so the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",0,1,0,1,1,0
want 2 get laid tonight? want real dogging locations sent direct 2 ur mob? join the uk's largest dogging network by txting moan to 69888nyt. ec2a. 31p.msg@150p,0,1,0,1,1,1
nice line said by a broken heart- plz don't cum 1 more times infront of me... other wise once again i ll trust u... good 9t:),1,1,0,1,1,0
ok i'm gonna head up to usf in like fifteen minutes,0,1,0,0,0,0
love you aathi..love u lot..,0,0,0,0,0,0
tension ah?what machi?any problem?,0,1,0,0,0,0
"k, can i pick up another 8th when you're done?",0,1,0,1,1,0
when're you guys getting back? g said you were thinking about not staying for mcr,0,1,0,1,0,0
"almost there, see u in a sec",0,1,0,1,0,0
"yo carlos, a few friends are already asking me about you, you working at all this weekend?",0,1,0,0,0,0
watching tv lor...,0,1,0,0,0,0
thank you baby! i cant wait to taste the real thing...,0,1,0,1,0,0
you should change your fb to jaykwon thuglyfe falconerf,0,1,0,0,0,0
if we win its really no 1 side for long time.,0,1,0,1,1,0
"free message activate your 500 free text messages by replying to this message with the word free for terms & conditions, visit www.07781482378.com",0,1,0,1,1,1
dear reached railway. what happen to you,0,1,0,0,0,0
"depends on quality. if you want the type i sent boye, faded glory, then about 6. if you want ralphs maybe 2",0,1,0,1,1,0
i think i've fixed it can you send a test message?,0,0,0,1,0,0
"sorry man my account's dry or i would, if you want we could trade back half or i could buy some shit with my credit card",1,1,0,0,0,0
"congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! c suprman v, matrix3, starwars3, etc all 4 free! bx420-ip4-5we. 150pm. dont miss out!",1,1,0,1,1,1
"sorry,in meeting i'll call later",0,1,0,0,0,0
what class of  &lt;#&gt;  reunion?,1,1,0,0,0,0
are you free now?can i call now?,0,1,0,1,0,0
got meh... when?,0,0,0,0,0,0
nope... think i will go for it on monday... sorry i replied so late,0,1,0,1,0,0
some of them told accenture is not confirm. is it true.,0,1,0,1,0,0
"kate jackson rec center before 7ish, right?",0,1,0,0,1,0
dear i have reache room,0,1,0,0,0,0
"fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",0,1,0,1,1,0
when can ü come out?,0,0,0,1,0,0
check with nuerologist.,0,1,0,1,0,0
lolnice. i went from a fish to ..water.?,0,1,0,0,0,0
+123 congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. t&cs/stop sms 08718727868. over 18 only 150ppm,1,1,0,1,1,1
no it's waiting in e car dat's bored wat. cos wait outside got nothing 2 do. at home can do my stuff or watch tv wat.,0,1,0,1,1,0
"maybe westshore or hyde park village, the place near my house?",1,1,0,1,0,0
you should know now. so how's anthony. are you bringing money. i've school fees to pay and rent and stuff like that. thats why i need your help. a friend in need....|,0,1,0,1,0,0
what's the significance?,0,0,0,0,0,0
your opinion about me? 1. over 2. jada 3. kusruthi 4. lovable 5. silent 6. spl character 7. not matured 8. stylish 9. simple pls reply..,0,1,0,1,1,0
"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",0,1,0,1,1,0
prabha..i'm soryda..realy..frm heart i'm sory,0,1,0,0,0,0
lol ok your forgiven :),0,1,0,1,0,0
no..jst change tat only..,0,0,0,1,0,0
"you are guaranteed the latest nokia phone, a 40gb ipod mp3 player or a £500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18+",0,1,0,1,1,1
s:)no competition for him.,1,1,0,1,0,0
boltblue tones for 150p reply poly# or mono# eg poly3 1. cha cha slide 2. yeah 3. slow jamz 6. toxic 8. come with me or stop 4 more tones txt more,0,1,0,1,1,1
your credits have been topped up for http://www.bubbletext.com your renewal pin is tgxxrz,1,1,0,1,0,1
"that way transport is less problematic than on sat night. by the way, if u want to ask  n  to join my bday, feel free. but need to know definite nos as booking on fri. ",0,1,0,1,0,0
usually the person is unconscious that's in children but in adults they may just behave abnormally. i.ll call you now,0,1,0,1,0,0
but that's on ebay it might be less elsewhere.,0,1,0,0,0,0
shall i come to get pickle,0,1,0,1,0,0
were gonna go get some tacos,0,1,0,0,0,0
"that's very rude, you on campus?",0,1,0,0,0,0
"urgent!: your mobile no. was awarded a £2,000 bonus caller prize on 02/09/03! this is our 2nd attempt to contact you! call 0871-872-9755 box95qu",0,1,0,1,1,1
hi i won't b ard 4 christmas. but do enjoy n merry x'mas.,0,1,0,1,1,0
"today's offer! claim ur £150 worth of discount vouchers! text yes to 85023 now! savamob, member offers mobile! t cs 08717898035. £3.00 sub. 16 . unsub reply x",0,1,0,1,1,1
yes! how is a pretty lady like you single?,0,1,0,0,0,0
you will recieve your tone within the next 24hrs. for terms and conditions please see channel u teletext pg 750,0,1,0,0,1,1
jay says that you're a double-faggot,1,1,0,0,0,0
private! your 2003 account statement for 07815296484 shows 800 un-redeemed s.i.m. points. call 08718738001 identifier code 41782 expires 18/11/04 ,0,1,0,1,1,1
what today-sunday..sunday is holiday..so no work..,0,1,0,1,0,0
gudnite....tc...practice going on,0,1,0,0,0,0
i'll be late...,0,0,0,0,0,0
"i've not called you in a while. this is hoping it was l8r malaria and that you know that we miss you guys. i miss bani big, so pls give her my love especially. have a great day.",0,1,0,1,1,0
"good afternoon, my love! how goes that day ? i hope maybe you got some leads on a job. i think of you, boytoy and send you a passionate kiss from across the sea",1,1,0,1,0,0
"probably gonna be here for a while, see you later tonight &lt;)",0,1,0,0,0,0
or maybe my fat fingers just press all these buttons and it doesn't know what to do.,0,1,0,1,0,0
ummmmmaah many many happy returns of d day my dear sweet heart.. happy birthday dear,0,1,0,0,0,0
"i am in tirupur da, once you started from office call me.",0,1,0,1,0,0
from www.applausestore.com monthlysubscription@50p/msg max6/month t&csc web age16 2stop txt stop,0,1,0,1,1,1
"a famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'married'",0,1,0,1,0,0
but am going to college pa. what to do. are else ill come there it self. pa.,0,1,0,1,0,0
4 oclock at mine. just to bash out a flat plan.,0,0,0,1,1,0
this girl does not stay in bed. this girl doesn't need recovery time. id rather pass out while having fun then be cooped up in bed,1,1,0,1,0,0
then any special there?,0,1,0,0,0,0
i know but you need to get hotel now. i just got my invitation but i had to apologise. cali is to sweet for me to come to some english bloke's weddin,1,1,0,1,0,0
"sorry that took so long, omw now",0,1,0,1,0,0
wait  &lt;#&gt;  min..,0,1,0,0,0,0
ok give me 5 minutes i think i see her. btw you're my alibi. you were cutting my hair the whole time.,0,1,0,0,1,0
"imagine you finally get to sink into that bath after i have put you through your paces, maybe even having you eat me for a while before i left ... but also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... enjoy, my cuck",1,1,0,1,0,0
"hurry up, i've been weed-deficient for like three days",0,1,0,0,0,0
"sure, if i get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",1,1,0,1,0,0
ok. every night take a warm bath drink a cup of milk and you'll see a work of magic. you still need to loose weight. just so that you know,1,1,0,1,0,0
i‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. no that‘s silly a frying pan isn‘t likely to be a book,0,1,0,1,0,0
o. well uv causes mutations. sunscreen is like essential thesedays,0,1,0,0,0,0
having lunch:)you are not in online?why?,0,1,0,1,0,0
i know that my friend already told that.,0,1,0,1,0,0
hi princess! thank you for the pics. you are very pretty. how are you?,0,1,0,0,0,0
"aiyo... u always c our ex one... i dunno abt mei, she haven reply... first time u reply so fast... y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",0,1,0,1,0,0
hi msg me:)i'm in office..,0,0,0,0,0,0
thanx 4 e brownie it's v nice...,0,1,0,0,1,0
geeeee ... i love you so much i can barely stand it,0,1,0,1,0,0
gent! we are trying to contact you. last weekends draw shows that you won a £1000 prize guaranteed. call 09064012160. claim code k52. valid 12hrs only. 150ppm ,0,1,0,1,1,1
"fuck babe ... i miss you already, you know ? can't you let me send you some money towards your net ? i need you ... i want you ... i crave you ...",1,1,0,1,0,0
"ill call u 2mrw at ninish, with my address that icky american freek wont stop callin me 2 bad jen k eh?",0,1,0,1,1,0
oooh bed ridden ey? what are you thinking of?,0,1,0,0,0,0
"so anyways, you can just go to your gym or whatever, my love *smiles* i hope your ok and having a good day babe ... i miss you so much already",0,1,0,1,0,0
love it! daddy will make you scream with pleasure! i am going to slap your ass with my dick!,1,1,0,0,0,0
wot u wanna do then missy?,0,0,0,0,0,0
yar lor wait 4 my mum 2 finish sch then have lunch lor... i whole morning stay at home clean my room now my room quite clean... hee...,0,1,0,1,1,0
do you know where my lab goggles went,0,1,0,1,0,0
can you open the door?,0,1,0,0,0,0
waiting for your call.,0,1,0,0,0,0
nope i waiting in sch 4 daddy... ,0,1,0,1,1,0
"you have won ?1,000 cash or a ?2,000 prize! to claim, call09050000327",0,1,0,0,1,1
"i'm tired of arguing with you about this week after week. do what you want and from now on, i'll do the same.",0,1,0,1,0,0
ü wait 4 me in sch i finish ard 5..,0,1,0,0,1,0
"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",1,1,0,0,1,1
"arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin bite me, bite me.",0,1,0,1,0,0
huh so early.. then ü having dinner outside izzit?,0,1,0,0,0,0
ok anyway no need to change with what you said,0,0,0,1,0,0
we tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,0,1,0,1,1,1
my ex-wife was not able to have kids. do you want kids one day?,0,1,0,1,0,0
so how's scotland. hope you are not over showing your jjc tendencies. take care. live the dream,0,1,0,1,0,0
tell them u have a headache and just want to use 1 hour of sick time.,0,1,0,1,1,0
"i dun thk i'll quit yet... hmmm, can go jazz ? yogasana oso can... we can go meet em after our lessons den... ",0,1,0,0,0,0
"""pete can you please ring meive hardly gotany credit""",0,1,0,0,0,0
ya srsly better than yi tho,0,1,0,0,0,0
"i'm in a meeting, call me later at",0,1,0,0,0,0
"for ur chance to win a £250 wkly shopping spree txt: shop to 80878. t's&c's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",0,1,0,1,1,1
you have been specially selected to receive a 2000 pound award! call 08712402050 before the lines close. cost 10ppm. 16+. t&cs apply. ag promo,0,1,0,1,1,1
private! your 2003 account statement for 07753741225 shows 800 un-redeemed s. i. m. points. call 08715203677 identifier code: 42478 expires 24/10/04,0,1,0,1,1,1
you still at grand prix?,0,1,0,1,0,0
"i met you as a stranger and choose you as my friend. as long as the world stands, our friendship never ends. lets be friends forever!!! gud nitz...",0,1,0,1,0,0
i am great! how are you?,0,1,0,0,0,0
gud mrng dear have a nice day,0,1,0,0,0,0
you have an important customer service announcement. call freephone 0800 542 0825 now!,0,1,0,1,1,1
will do. was exhausted on train this morning. too much wine and pie. you sleep well too,0,1,0,1,0,0
i'm going out to buy mum's present ar.,0,1,0,0,0,0
mind blastin.. no more tsunamis will occur from now on.. rajnikant stopped swimming in indian ocean..:-d,0,1,0,1,0,0
if u sending her home first it's ok lor. i'm not ready yet.,0,1,0,1,0,0
speaking of does he have any cash yet?,0,1,0,0,0,0
be happy there. i will come after noon,0,1,0,1,0,0
meet after lunch la...,0,1,0,0,0,0
take care n get well soon,0,1,0,0,0,0
xclusive@clubsaisai 2morow 28/5 soiree speciale zouk with nichols from paris.free roses 2 all ladies !!! info: 07946746291/07880867867 ,0,1,0,1,1,1
what i meant to say is cant wait to see u again getting bored of this bridgwater banter,0,1,0,0,0,0
neva mind it's ok..,0,0,0,0,0,0
"it's fine, imma get a drink or somethin. want me to come find you?",0,1,0,1,0,0
22 days to kick off! for euro2004 u will be kept up to date with the latest news and results daily. to be removed send get txt stop to 83222,0,1,0,1,1,1
its a valentine game. . . send dis msg to all ur friends. .. if 5 answers r d same then someone really loves u. ques- which colour suits me the best?rply me,0,1,0,1,1,0
i have many dependents,0,0,0,0,0,0
thanx4 today cer it was nice 2 catch up but we ave 2 find more time more often oh well take care c u soon.c,0,1,0,0,1,0
i called and said all to him:)then he have to choose this future.,0,1,0,0,0,0
"""happy valentines day"" i know its early but i have hundreds of handsomes and beauties to wish. so i thought to finish off aunties and uncles 1st...",0,1,0,1,1,0
he like not v shock leh. cos telling shuhui is like telling leona also. like dat almost all know liao. he got ask me abt ur reaction lor.,0,1,0,1,0,0
for my family happiness..,0,1,0,0,0,0
i come n pick ü up... come out immediately aft ur lesson...,0,1,0,1,0,0
let there be snow. let there be snow. this kind of weather brings ppl together so friendships can grow.,0,1,0,1,0,0
dear we got  &lt;#&gt;  dollars hi hi,0,1,0,0,0,0
good words.... but words may leave u in dismay many times.,0,1,0,1,0,0
make sure alex knows his birthday is over in fifteen minutes as far as you're concerned,0,1,0,1,0,0
"sorry, no, have got few things to do. may be in pub later.",0,1,0,1,0,0
"nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",0,1,0,1,0,0
"haha good to hear, i'm officially paid and on the market for an 8th",0,1,0,1,1,0
how many licks does it take to get to the center of a tootsie pop?,0,1,0,0,0,0
yup i thk they r e teacher said that will make my face look longer. darren ask me not 2 cut too short.,0,1,0,1,1,0
new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddy.com. txt one name to 89693,1,1,0,1,1,1
todays vodafone numbers ending with 4882 are selected to a receive a £350 award. if your number matches call 09064019014 to receive your £350 award.,0,1,0,0,1,1
please dont say like that. hi hi hi,0,0,0,0,0,0
thank u!,0,0,0,0,0,0
oh that was a forwarded message. i thought you send that to me,0,1,0,0,0,0
got it. seventeen pounds for seven hundred ml – hope ok.,0,1,0,0,0,0
"dear voucher holder, 2 claim this weeks offer, at your pc go to http://www.e-tlp.co.uk/expressoffer ts&cs apply.2 stop texts txt stop to 80062.",0,1,0,1,1,1
me n him so funny...,0,0,0,0,0,0
"sweetheart, hope you are not having that kind of day! have one with loads of reasons to smile. biola",0,1,0,1,0,0
when ü login dat time... dad fetching ü home now?,0,1,0,1,0,0
"what will we do in the shower, baby?",0,1,0,0,0,0
i had askd u a question some hours before. its answer,0,1,0,1,0,0
"well imma definitely need to restock before thanksgiving, i'll let you know when i'm out",0,1,0,1,0,0
" said kiss, kiss, i can't do the sound effects! he is a gorgeous man isn't he! kind of person who needs a smile to brighten his day! ",0,1,0,1,0,0
